# Program:featureCounts v2.0.6; Command:"./bin/featureCounts" "-a" "PlasmoDB-65_Pfalciparum3D7.gff" "-o" "test3" "-p" "-B" "-C" "/depot/heqixin/data/Pf_282samples_bam_BQSR/Sample5027250_recal_realn.bam" 
Geneid	Chr	Start	End	Strand	Length	/depot/heqixin/data/Pf_282samples_bam_BQSR/Sample5027250_recal_realn.bam
PF3D7_0717600	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	758490;759016;759175;759541;759809;759976;760130;760426	758831;759073;759343;759669;759868;760038;760248;763360	-;-;-;-;-;-;-;-	3875	20847
PF3D7_0717700	Pf3D7_07_v3	764201	766451	-	2251	16340
PF3D7_0717800	Pf3D7_07_v3	767357	771949	-	4593	45889
PF3D7_0717900	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	772279;773247;773556;773737;773936;774110;774335;774560	773007;773393;773622;773831;773996;774207;774454;775568	-;-;-;-;-;-;-;-	2326	8763
PF3D7_0718000	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	776141;776462;777217;791137;791639;791939;792437;793117;794024;795267;795563	776256;776789;790924;791453;791782;792223;792986;793922;795132;795369;795637	-;-;-;-;-;-;-;-;-;-;-	17541	135132
PF3D7_0718100	Pf3D7_07_v3;Pf3D7_07_v3	795957;802767	802628;805184	-;-	9090	74428
PF3D7_0718300	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	812301;817521;818953;819765;820090;820397;820573	817406;818827;819642;819950;820305;820460;820635	-;-;-;-;-;-;-	7632	60189
PF3D7_0718400	Pf3D7_07_v3;Pf3D7_07_v3	821738;822809	822620;823473	+;+	1548	4865
PF3D7_0718500	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	824069;824681;825127;825331;825516;825750	824510;824751;825238;825435;825605;826448	+;+;+;+;+;+	1519	4553
PF3D7_0718600	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	826587;826927;827122;827341;827503;827676;827894;828183;830335;830472	826839;826994;827173;827402;827572;827781;827943;830232;830384;831534	+;+;+;+;+;+;+;+;+;+	3824	15152
PF3D7_0718700	Pf3D7_07_v3	831360	833140	-	1781	7912
PF3D7_0718800	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	833630;833951;834309;834669;835017	833798;834174;834491;834879;835051	-;-;-;-;-	822	5232
PF3D7_0718900	Pf3D7_07_v3;Pf3D7_07_v3	835957;836574	836373;836861	+;+	705	3401
PF3D7_0719000	Pf3D7_07_v3	837682	839204	+	1523	1467
PF3D7_0719100	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	838686;839325;839711;839990	839175;839579;839774;840277	-;-;-;-	1097	2284
PF3D7_0719200	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	840693;841332;841509;841761;842008;842396;842681	841190;841404;841602;841895;842285;842515;843025	+;+;+;+;+;+;+	1543	5176
PF3D7_0719300	Pf3D7_07_v3	843566	848302	+	4737	19290
PF3D7_0719400	Pf3D7_07_v3	848223	853891	-	5669	31432
PF3D7_0719500	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	854313;855025;855890	854689;855637;857078	-;-;-	2179	7535
PF3D7_0719600	Pf3D7_07_v3;Pf3D7_07_v3	858476;859418	859188;861392	-;-	2688	4065
PF3D7_0719700	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	859916;862014;862321	861667;862175;863337	+;+;+	2931	3553
PF3D7_0719800	Pf3D7_07_v3	862922	865648	-	2727	11987
PF3D7_0719900	Pf3D7_07_v3	865738	876273	+	10536	61960
PF3D7_0720000	Pf3D7_07_v3;Pf3D7_07_v3	876312;877400	877281;877716	+;+	1287	3062
PF3D7_0720100	Pf3D7_07_v3	877733	879225	-	1493	5007
PF3D7_0720200	Pf3D7_07_v3;Pf3D7_07_v3	879431;879812	879684;880461	+;+	904	1905
PF3D7_0720300	Pf3D7_07_v3;Pf3D7_07_v3	880465;880778	880693;880863	-;-	315	1448
PF3D7_0720400	Pf3D7_07_v3;Pf3D7_07_v3	882414;884615	884490;885394	+;+	2857	13964
PF3D7_0720500	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	885897;886517;886747;886999;887231;887445	886403;886588;886820;887099;887287;888194	+;+;+;+;+;+	1561	3082
PF3D7_0720600	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	887432;888028;888380;888528;888749;888981;889316	887923;888188;888429;888644;888869;889071;890648	-;-;-;-;-;-;-	2365	3146
PF3D7_0720700	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	889883;891985;892494;898640	891778;892172;898298;899213	+;+;+;+	8463	25508
PF3D7_0720800	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	899525;900036;900322;900460;900645;900893;901093	899847;900204;900382;900537;900685;900998;901353	+;+;+;+;+;+;+	1039	1509
PF3D7_0720900	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	901363;901784;901984;902632	901614;901853;902489;903408	+;+;+;+	1605	11788
PF3D7_0721000	Pf3D7_07_v3;Pf3D7_07_v3	903558;907544	907394;914883	+;+	11177	48702
PF3D7_0721100	Pf3D7_07_v3;Pf3D7_07_v3	915483;916364	915977;917854	+;+	1986	4846
PF3D7_0721200	Pf3D7_07_v3	917535	921058	-	3524	10185
PF3D7_0721300	Pf3D7_07_v3	921511	925761	+	4251	16611
PF3D7_0721400	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	925872;926629;926975;927159;927387;927630;927879	926349;926761;927064;927281;927516;927711;928510	+;+;+;+;+;+;+	1668	3868
PF3D7_0721500	Pf3D7_07_v3	928514	931139	+	2626	4793
PF3D7_0721600	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	930961;932087;932587	931968;932180;933016	-;-;-	1532	5619
PF3D7_0721700	Pf3D7_07_v3	935116	937312	+	2197	13765
PF3D7_0721800	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	937845;938565;938789	938429;938627;939457	+;+;+	1317	2481
PF3D7_0721900	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	939284;939916;940132;940467;940885	939784;939963;940252;940612;941111	-;-;-;-;-	1043	2024
PF3D7_0722000	Pf3D7_07_v3	941358	943425	+	2068	3937
PF3D7_0722100	Pf3D7_07_v3	943456	945979	+	2524	9144
PF3D7_0722200	Pf3D7_07_v3	946077	949317	+	3241	11913
PF3D7_0722300	Pf3D7_07_v3	948774	953832	-	5059	40793
PF3D7_0722400	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	954400;955032;955259	954833;955078;956685	+;+;+	1908	12105
PF3D7_0722500	Pf3D7_07_v3;Pf3D7_07_v3	956747;957963	957740;958325	-;-	1357	8370
PF3D7_0722600	Pf3D7_07_v3	958352	961340	-	2989	12003
PF3D7_0722700	Pf3D7_07_v3;Pf3D7_07_v3	961629;962291	962113;963030	+;+	1225	3558
PF3D7_0722800	Pf3D7_07_v3	963370	965109	+	1740	13188
PF3D7_0722900	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	965664;965864;966076;966226;966421;966670;966890;967070;967351;967555;967727	965749;965954;966150;966306;966498;966787;966913;967244;967456;967603;968075	-;-;-;-;-;-;-;-;-;-;-	1232	3973
PF3D7_0723000	Pf3D7_07_v3	968088	970023	-	1936	6153
PF3D7_0723100	Pf3D7_07_v3	970492	971877	-	1386	6288
PF3D7_0723200	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	972658;973121;973409;973654	972997;973175;973471;974272	+;+;+;+	1077	8266
PF3D7_0723300	Pf3D7_07_v3	975585	978720	+	3136	32195
PF3D7_0723400	Pf3D7_07_v3	978565	984099	-	5535	31082
PF3D7_0723500	Pf3D7_07_v3	984384	985928	-	1545	6240
PF3D7_0723600	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	986292;987018;987223	986831;987090;987765	+;+;+	1156	1116
PF3D7_0723700	Pf3D7_07_v3	987805	991350	+	3546	23535
PF3D7_0723800	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	991989;999625;999917;1000085	999420;999788;999987;1000332	+;+;+;+	7915	36861
PF3D7_0723900	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1000342;1000869;1001113;1001364	1000754;1001002;1001210;1005611	-;-;-;-	4893	24047
PF3D7_0724000	Pf3D7_07_v3	1006222	1012279	+	6058	14568
PF3D7_0724100	Pf3D7_07_v3;Pf3D7_07_v3	1011770;1015204	1015060;1017083	-;-	5171	30812
PF3D7_0724200	Pf3D7_07_v3	1019248	1020817	-	1570	8461
PF3D7_0724300	Pf3D7_07_v3;Pf3D7_07_v3	1021112;1022445	1022326;1022659	+;+	1430	2511
PF3D7_0724400	Pf3D7_07_v3;Pf3D7_07_v3	1023600;1024066	1023942;1024634	+;+	912	2360
PF3D7_0724500	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1024663;1025245;1025745;1026111	1025015;1025518;1025984;1026167	+;+;+;+	924	3014
PF3D7_0724600	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1026103;1026614;1026875;1027064;1027359	1026518;1026697;1026966;1027219;1033815	-;-;-;-;-	7205	29488
PF3D7_0724700	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1034245;1035350;1035568;1035813;1043143	1035200;1035460;1035642;1042897;1046354	-;-;-;-;-	11439	61799
PF3D7_0724800	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1046357;1047718;1047985;1048327	1047438;1047783;1048148;1049418	-;-;-;-	2404	11160
PF3D7_0724900	Pf3D7_07_v3	1052392	1058413	+	6022	36976
PF3D7_0725000	Pf3D7_07_v3	1058649	1063957	-	5309	36396
PF3D7_0725100	Pf3D7_07_v3;Pf3D7_07_v3	1064276;1070019	1069760;1070581	+;+	6048	18149
PF3D7_0725200	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1070594;1071129;1071359;1071723	1071014;1071247;1071636;1072029	+;+;+;+	1125	3686
PF3D7_0725300	Pf3D7_07_v3;Pf3D7_07_v3	1071985;1074618	1074446;1075144	-;-	2989	13978
PF3D7_0725400	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1078691;1079400;1079671;1079857	1079065;1079443;1079706;1080123	+;+;+;+	722	2332
PF3D7_0725600	Pf3D7_07_v3	1083761	1085847	+	2087	54643
PF3D7_0725800	Pf3D7_07_v3	1086213	1086371	+	159	4331
PF3D7_0726000	Pf3D7_07_v3	1086570	1090357	+	3788	157741
PF3D7_0726050	Pf3D7_07_v3	1092439	1092741	-	303	1683
PF3D7_0726100	Pf3D7_07_v3;Pf3D7_07_v3	1093546;1095922	1095776;1097313	-;-	3623	13594
PF3D7_0726200	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1099013;1100414;1102887	1100230;1102773;1103615	+;+;+	4307	19641
PF3D7_0726300	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1103794;1108055;1108676;1109167	1107838;1108371;1108937;1109232	+;+;+;+	4690	33973
PF3D7_0726400	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1108583;1109150;1122013;1123867;1124249	1108864;1121817;1123680;1124087;1125415	-;-;-;-;-	16006	61368
PF3D7_0726500	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1125789;1126774;1127121;1127320	1126611;1126942;1127189;1138474	-;-;-;-	12216	73378
PF3D7_0726600	Pf3D7_07_v3;Pf3D7_07_v3	1139818;1142342	1142132;1143059	+;+	3033	7665
PF3D7_0726700	Pf3D7_07_v3	1143196	1143923	-	728	4973
PF3D7_0726800	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1143936;1144264;1144518	1144074;1144345;1144903	-;-;-	607	1360
PF3D7_0726900	Pf3D7_07_v3	1144814	1147488	+	2675	8186
PF3D7_0727000	Pf3D7_07_v3	1147264	1151617	-	4354	59491
PF3D7_0727100	Pf3D7_07_v3	1151697	1155473	-	3777	42249
PF3D7_0727200	Pf3D7_07_v3	1156175	1158838	-	2664	15964
PF3D7_0727300	Pf3D7_07_v3	1159604	1162222	-	2619	15539
PF3D7_0727400	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1162392;1162966;1163157	1162723;1163047;1164096	+;+;+	1354	7028
PF3D7_0727500	Pf3D7_07_v3	1164165	1166851	-	2687	10938
PF3D7_0727600	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1167163;1170521;1170784	1170389;1170627;1170838	+;+;+	3389	9761
PF3D7_0727700	Pf3D7_07_v3	1171212	1174450	-	3239	11942
PF3D7_0727800	Pf3D7_07_v3	1175363	1181839	+	6477	38405
PF3D7_0727900	Pf3D7_07_v3	1183630	1190173	+	6544	21657
PF3D7_0728000	Pf3D7_07_v3;Pf3D7_07_v3	1190698;1192139	1192017;1192848	-;-	2030	10173
PF3D7_0728100	Pf3D7_07_v3	1193347	1210448	-	17102	106863
PF3D7_0728200	Pf3D7_07_v3;Pf3D7_07_v3	1211209;1211920	1211717;1213613	+;+	2203	9579
PF3D7_0728300	Pf3D7_07_v3	1213841	1214973	-	1133	3533
PF3D7_0728400	Pf3D7_07_v3;Pf3D7_07_v3	1214862;1215488	1215278;1215834	+;+	764	1452
PF3D7_0728500	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1216088;1216333;1216548;1216851;1217151	1216135;1216430;1216690;1216942;1217201	-;-;-;-;-	432	1662
PF3D7_0728600	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1217404;1224405;1224782;1225248;1225450	1224231;1224657;1225105;1225329;1225908	+;+;+;+;+	7946	33707
PF3D7_0728700	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1225499;1227367;1227612;1228664	1227277;1227467;1228373;1229857	-;-;-;-	3836	14559
PF3D7_0728800	Pf3D7_07_v3;Pf3D7_07_v3	1230145;1232148	1231956;1232666	+;+	2331	7741
PF3D7_0728900	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1232210;1232608;1232791;1232954;1233140;1233300;1233448;1233620	1232325;1232657;1232854;1233046;1233205;1233344;1233501;1235443	-;-;-;-;-;-;-;-	2312	8897
PF3D7_0729000	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1235416;1236064;1236258;1236418;1236658	1235699;1236134;1236326;1236538;1236794	+;+;+;+;+	682	2311
PF3D7_0729100	Pf3D7_07_v3	1237998	1246671	+	8674	38515
PF3D7_0729200	Pf3D7_07_v3;Pf3D7_07_v3	1246810;1247755	1247610;1248317	+;+	1364	4216
PF3D7_0729300	Pf3D7_07_v3	1248478	1251901	-	3424	16553
PF3D7_0729400	Pf3D7_07_v3	1252237	1254478	+	2242	8080
PF3D7_0729500	Pf3D7_07_v3	1254778	1258355	+	3578	12230
PF3D7_0729600	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1258496;1259140;1259302;1259493;1259691	1258952;1259206;1259416;1259596;1260113	+;+;+;+;+	1166	2548
PF3D7_0729700	Pf3D7_07_v3;Pf3D7_07_v3	1259830;1261478	1261259;1262801	-;-	2754	7310
PF3D7_0729800	Pf3D7_07_v3	1263193	1264952	+	1760	2267
PF3D7_0729900	Pf3D7_07_v3;Pf3D7_07_v3	1265910;1281099	1280858;1281347	+;+	15198	157187
PF3D7_0730000	Pf3D7_07_v3;Pf3D7_07_v3	1280794;1282193	1282005;1282452	-;-	1472	3176
PF3D7_0730100	Pf3D7_07_v3	1282562	1285940	+	3379	11698
PF3D7_0730200	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1286026;1287992;1288971;1289385	1287601;1288800;1289178;1290117	-;-;-;-	3326	13033
PF3D7_0730300	Pf3D7_07_v3	1297144	1302090	+	4947	21932
PF3D7_0730400	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1304347;1304672;1304941	1304526;1304812;1305096	+;+;+	477	2718
PF3D7_0730500	Pf3D7_07_v3	1305154	1315639	-	10486	63580
PF3D7_0730600	Pf3D7_07_v3	1318059	1318131	+	73	468
PF3D7_0730700	Pf3D7_07_v3	1319011	1319082	-	72	350
PF3D7_0730800	Pf3D7_07_v3;Pf3D7_07_v3	1320155;1321552	1321371;1323192	+;+	2858	7449
PF3D7_0730900	Pf3D7_07_v3;Pf3D7_07_v3	1324452;1325673	1325566;1333940	+;+	9383	205070
PF3D7_0731000	Pf3D7_07_v3	1333175	1334938	-	1764	1256
PF3D7_0731100	Pf3D7_07_v3;Pf3D7_07_v3	1336751;1339322	1339162;1342768	+;+	5859	22501
PF3D7_0731200	Pf3D7_07_v3;Pf3D7_07_v3	1342335;1343823	1343597;1344508	-;-	1949	4040
PF3D7_0731300	Pf3D7_07_v3;Pf3D7_07_v3	1348427;1350295	1350130;1351829	+;+	3239	7900
PF3D7_0731400	Pf3D7_07_v3;Pf3D7_07_v3	1353758;1355402	1355281;1355482	+;+	1605	8590
PF3D7_0731500	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1357251;1362444;1362624;1362847	1362318;1362522;1362706;1363653	+;+;+;+	6037	34157
PF3D7_0731600	Pf3D7_07_v3	1366407	1370816	+	4410	19244
PF3D7_0731700	Pf3D7_07_v3;Pf3D7_07_v3	1371309;1372239	1372131;1372884	+;+	1469	9989
PF3D7_0731800	Pf3D7_07_v3;Pf3D7_07_v3	1376748;1378799	1378674;1380999	+;+	4128	10310
PF3D7_0731900	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1382410;1382632;1382811;1383489	1382475;1382809;1383487;1383524	+;+;+;+	957	21165
PF3D7_0732000	Pf3D7_07_v3;Pf3D7_07_v3	1385635;1385805	1385703;1386626	+;+	891	23094
PF3D7_0732100	Pf3D7_07_v3;Pf3D7_07_v3	1387753;1388420	1388418;1389037	+;+	1284	44765
PF3D7_0732200	Pf3D7_07_v3;Pf3D7_07_v3	1390711;1390997	1390764;1392043	+;+	1101	40809
PF3D7_0732300	Pf3D7_07_v3;Pf3D7_07_v3	1396437;1397571	1397384;1397639	-;-	1017	2427
PF3D7_0732400	Pf3D7_07_v3;Pf3D7_07_v3	1399452;1400614	1400531;1400682	-;-	1149	38926
PF3D7_0732500	Pf3D7_07_v3;Pf3D7_07_v3	1402623;1403910	1403672;1403978	-;-	1119	66365
PF3D7_0732600	Pf3D7_07_v3	1406853	1407065	+	213	1464
PF3D7_0732700	Pf3D7_07_v3;Pf3D7_07_v3	1408781;1408965	1408849;1409975	+;+	1080	23787
PF3D7_0732800	Pf3D7_07_v3;Pf3D7_07_v3	1410435;1410975	1410506;1412231	+;+	1329	105754
PF3D7_0732900	Pf3D7_07_v3;Pf3D7_07_v3	1414434;1414718	1414487;1415683	+;+	1020	11647
PF3D7_0733000	Pf3D7_07_v3;Pf3D7_07_v3	1417588;1419890	1419030;1426234	-;-	7788	248370
PF3D7_0800100	Pf3D7_08_v3;Pf3D7_08_v3	21361;27295	26364;28653	+;+	6363	185954
PF3D7_0800200	Pf3D7_08_v3;Pf3D7_08_v3	29147;31636	30878;39682	-;-	9779	98528
PF3D7_0800300	Pf3D7_08_v3;Pf3D7_08_v3	40302;49632	48582;51425	+;+	10075	264204
PF3D7_0800400	Pf3D7_08_v3;Pf3D7_08_v3	52760;53929	53698;53982	-;-	993	20201
PF3D7_0800500	Pf3D7_08_v3;Pf3D7_08_v3	56352;57650	57425;57703	-;-	1128	33289
PF3D7_0800600	Pf3D7_08_v3;Pf3D7_08_v3	61138;62043	61920;62135	-;-	876	5623
PF3D7_0800650	Pf3D7_08_v3	64633	64778	-	146	3617
PF3D7_0800700	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	65153;70567;70993	70434;70832;74000	-;-;-	8556	121274
PF3D7_0800750	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	76520;76588;76660;76699;76772;76819;76843	76586;76658;76697;76769;76817;76841;77102	+;+;+;+;+;+;+	576	2406
PF3D7_0800800	Pf3D7_08_v3;Pf3D7_08_v3	79126;80082	79891;80766	+;+	1451	4715
PF3D7_0800900	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	83128;83337;83356	83196;83354;83904	+;+;+	636	2674
PF3D7_0801000	Pf3D7_08_v3;Pf3D7_08_v3	83838;88225	88029;89909	-;-	5877	94993
PF3D7_0801100	Pf3D7_08_v3	91397	97571	-	6175	47938
PF3D7_0801200	Pf3D7_08_v3	98890	99051	-	162	1285
PF3D7_0801300	Pf3D7_08_v3	101954	102826	-	873	7846
PF3D7_0801400	Pf3D7_08_v3;Pf3D7_08_v3	104442;104748	104620;105517	-;-	949	2647
PF3D7_0801500	Pf3D7_08_v3	106068	108513	-	2446	10585
PF3D7_0801600	Pf3D7_08_v3;Pf3D7_08_v3	108965;109702	109561;109811	-;-	707	1374
PF3D7_0801700	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	111319;113625;117736	113511;117624;118441	+;+;+	6899	23510
PF3D7_0801800	Pf3D7_08_v3	117932	122572	-	4641	22710
PF3D7_0801900	Pf3D7_08_v3	126226	143894	+	17669	109157
PF3D7_0802000	Pf3D7_08_v3	145632	151659	+	6028	45784
PF3D7_0802100	Pf3D7_08_v3;Pf3D7_08_v3	151702;152089	151961;161318	-;-	9490	73965
PF3D7_0802200	Pf3D7_08_v3	164729	166701	+	1973	7041
PF3D7_0802300	Pf3D7_08_v3	166711	170995	-	4285	33787
PF3D7_0802400	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	171844;174154;174334	173899;174211;174406	+;+;+	2187	10985
PF3D7_0802500	Pf3D7_08_v3	174618	180248	-	5631	23614
PF3D7_0802600	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	180040;180810;181255;187493;188039	180655;181061;187281;187885;188229	+;+;+;+;+	7479	53004
PF3D7_0802700	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	188566;188857;189384;189655;190221	188761;189257;189557;190020;190316	+;+;+;+;+	1233	4738
PF3D7_0802800	Pf3D7_08_v3;Pf3D7_08_v3	191422;192355	192041;194498	+;+	2764	19526
PF3D7_0802900	Pf3D7_08_v3;Pf3D7_08_v3	194562;195357	195233;196059	-;-	1375	1755
PF3D7_0803000	Pf3D7_08_v3	196270	198711	+	2442	8770
PF3D7_0803100	Pf3D7_08_v3	198725	203315	-	4591	26882
PF3D7_0803200	Pf3D7_08_v3;Pf3D7_08_v3	203741;204712	204477;207068	-;-	3094	11175
PF3D7_0803300	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	208184;208762;208973;209150;209296;209549;209846	208502;208878;209038;209218;209449;209742;210463	+;+;+;+;+;+;+	1537	4617
PF3D7_0803400	Pf3D7_08_v3	211217	217167	+	5951	35824
PF3D7_0803500	Pf3D7_08_v3	217476	222589	+	5114	42346
PF3D7_0803600	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	222976;224779;224935;225531;225692;225876;226093;226257;226525;226765;226890;227063;227193;227470;230136	224639;224835;225387;225567;225781;225977;226125;226396;226614;226784;226954;227112;227329;230043;230577	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5954	18167
PF3D7_0803700	Pf3D7_08_v3	230967	233374	+	2408	10530
PF3D7_0803800	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	232904;234342;234665	234179;234467;234916	-;-;-	1654	4686
PF3D7_0803900	Pf3D7_08_v3	236442	236571	-	130	285
PF3D7_0804000	Pf3D7_08_v3;Pf3D7_08_v3;Pf3D7_08_v3	236954;239276;240163	238957;239693;241286	+;+;+	3546	8885
PF3D7_0804100	Pf3D7_08_v3	239057	239141	+	85	433
PF3D7_0804200	Pf3D7_08_v3	239877	240036	+	160	527
PF3D7_0804300	Pf3D7_08_v3	241609	244804	+	3196	18990
PF3D7_0804400	Pf3D7_08_v3	245027	248440	+	3414	10668
PF3D7_0804500	Pf3D7_08_v3;Pf3D7_08_v3	248516;267790	267539;268538	+;+	19773	126010
PF3D7_0804600	Pf3D7_08_v3;Pf3D7_08_v3	268603;269108	268937;271146	-;-	2374	13574
PF3D7_0804700	Pf3D7_08_v3	271417	277413	-	5997	37496
PF3D7_0804800	Pf3D7_08_v3	278082	279206	+	1125	4098
PF3D7_0804900	Pf3D7_08_v3	279251	282015	-	2765	10372
